name,uuid,description,keywords,prompts.batch,preferred_score,targets
number_1h_nmr_shifts,86675216-14a0-33c7-f04c-69c75c272298,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES C[C@@H]1CC[C@@H](C)N1Cc2ccccc2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
icho_uk_2019_2a,868f5b95-e9ea-2626-468d-bdaeababc401,Predicting the electronic configuration of an element.,"['general-chemistry', 'periodic-table', 'electronic-configuration', 'icho', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The electronic configuration of Platinum is [Xe] 4f^{14} 5d^{x} 6s^{1}. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
metal_complexes_8,88c12023-bc1e-5101-f7ee-efaa960cbacc,Metal complexes questions,"['requires-knowledge', 'requires-reasoning', 'requires-calculation', 'inorganic-chemistry', 'oxidation number', 'metal complex']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the spin-only magnetic moment (in units of Bohr-magnetons) for the low-spin case of the metal complex tetramethylamine diaquacopper(II) ion?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1.73']
number_1h_nmr_shifts,8a1dafee-3711-76ff-9359-52eac096c4f8,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC1OC2(CC2)C11CC1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['10']
number_of_structural_isomers,8af5f946-67e7-5388-8fac-c752a00eb5f7,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C4H8?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
oxidation_states,8c19468a-7d18-89b5-42e5-cdf24b497fe0,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of H in NH4+?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
electron_counts,8c5ff33c-1240-29f5-48d8-0a06eeea7c9e,Predicting the total electron count of a compound,"['general-chemistry', 'electron counts', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of H2O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['10']
number_1h_nmr_shifts,8c945fa0-41de-ef7b-78c6-43fe7fd5689b,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES C1CC11CC2(CN2)C=C1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['11']
icho_uk_2023_q2c,8de7a610-6bc1-3d1e-6b1e-b7deaa9ccf5a,"Calculating electronegativity of an element, given its ionisation energy and electron affinity.","['electronegativity', 'ionization energy', 'inorganic-chemistry', 'electron affinity', 'Mullikan-method', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: To calculate electronegativity of an element, Mulliken calculated the value from the first ionization energy (E_{i}) and first electron affinity (E_{ea}) of an atom, X(A) = 0.00197(E_{i} + E_{ea}) + 0.19, where E_{i} and E_{ea} are in kJ mol^{-1}. What is the Mulliken electronegativity of nitrogen given that E_{i}(N) = 14.5 eV and E_{ea}(N) = 6.80 kJ mol^{-1}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2.96']
number_of_structural_isomers,8ebcf4d6-81e8-41db-6d18-4ae2e91c9498,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C4H8Cl2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
oxidation_states,8ece5cbf-0a74-0ac1-f934-2f80e842b567,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of C in CS2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
electron_counts,8fd9f87b-d6ff-289b-a958-4cfb3ec882e6,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of Br2O7?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['126']
icho_uk_2020_1b,9011fe4a-88e9-67c9-7bb2-30a60b154b16,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'general-chemistry', 'reaction', 'icho', 'stochiometry', 'difficulty-basic', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Ethyne can be formed from calcium carbide by CaC2 + 2H2O -> xCa(OH)2 + C2H2. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2022_q3b,90dda1aa-eefd-64aa-798c-b4ac0eff8ba6,Predicting the number of peaks in the NMR spectrum of a given compound.,"['NMR-spectroscopy', 'organic-chemistry', 'isomers', 'icho', 'requires-knowledge', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the C(13) NMR spectrum of cubane-1,4-dicarboxylic acid?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
icho_uk_2023_q1a,90f100f4-41f9-002c-b419-0ed2c8e475c1,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'combustion', 'physical-chemistry', 'thermodynamics', 'reaction', 'icho', 'stochiometry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction between gaseous hydrogen and oxygen is H2 + xO2 -> H2O. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['0.5']
number_of_structural_isomers,9140fa7f-5df7-472c-ce51-bc035af9e6ca,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for CH5N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
icho_uk_2022_q1f,914655e3-3c28-b4c9-bacc-6b6e804a3f16,Calculating percentage of energy released given energy released from different fuels.,"['energy', 'combustion', 'physical-chemistry', 'thermodynamics', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The energy released when 1 L of the E10 fuel is burnt is 30680 kJ and the energy released when 1 L of the E5 fuel is burnt is 31170 kJ. Taking the energy released from burning 1 L of E5 as 100 %, what is the percentage of the energy released from burning 1 L of E10 fuel?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['98.4']
oxidation_states,92232b07-014c-5102-ca7d-9f0a5189a86c,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of N in Na3Co(NO2)6?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
oxidation_states,923f723d-1c47-a60b-5a0e-a3a6f0f60eff,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of O in Al(H2PO4)3?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['-2']
metal_complexes_3,939bc6cc-ce61-a3f5-a478-67628b23179c,Metal complexes questions,"['requires-knowledge', 'requires-calculation', 'inorganic-chemistry', 'oxidation number', 'metal complex']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation number of the metal in the compound [ZrF7]^{3-}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2022_q1b,958a587c-7d67-2ef0-41c2-39e4a93d914d,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'photosynthesis', 'physical-chemistry', 'thermodynamics', 'reaction', 'icho', 'difficulty-basic', 'stochiometry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The equation for the formation of glucose in photosynthesis from carbon dioxide is 6CO2 + 6H2O -> xC6H12O6 + 6O2. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
number_of_structural_isomers,96b51c59-df76-5d5f-86b3-330d9af21652,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C2H7N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
number_1h_nmr_shifts,9720fefd-54ac-d863-626e-195485cb0dc9,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CCC1=NC=C(C)O1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
electron_counts,9924792f-976d-ebe6-1bc3-33efebcc4a25,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of AgNO3?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['78']
number_1h_nmr_shifts,9a611a1f-a411-14f3-22e9-32b7bfbe85dd,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES COC12CC1NCC2=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
number_1h_nmr_shifts,9ab2af1f-3272-c12e-a0f3-748256475da7,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES OCC1=CNC(=O)C1=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['4']
icho_uk_2023_q5f2,9b0faf90-e4a7-219a-f51c-c2bf83f23a4c,Calculating the mass required using stoichiometry.,"['fermentation', 'physical-chemistry', 'ideal-gas', 'stoichiometry', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Assuming a bubble appearing during fermentation in cheese with diameter 1.5 cm at 21 deg C is pure CO2 at atmospheric pressure, p = 101325 Pa, what is the mass, in grams, of lactic acid which was fermented by the bacteria to produce this bubble?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['0.0198']
number_1h_nmr_shifts,9e2b454a-c20f-a855-e7e1-bef6f0edbad7,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES C1(C(C)CC1)?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['6']
polymer_chemistry_13,a038f740-0725-5170-9748-45ad035d6688,Average number of monomer units in each polymer chain,"['polymer-chemistry', 'poly(lactic acid)', 'monomer units', 'requires-reasoning', 'requires-calculation', 'stoichiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: Given that the average molar mass of the polymer chains in this sample of poly(lactic acid) (PLA) is 595 g mol^{-1} using end-group analysis, where 0.1619 g of PLA was dissolved in 25 cm^3 of benzyl alcohol and titrated with 0.0400 mol dm^{-3} KOH solution. The volume of KOH solution required to reach the endpoint was 6.81 cm^3. What is the average number of monomer units in each polymer chain of this sample?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
electron_counts,a1b0cef7-6628-0bdf-8d5f-c0dfcd13bc0e,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of SF6?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['70']
number_1h_nmr_shifts,a2bbae4e-2209-ad60-2c4b-e7c9163f1ab8,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC(=O)C1CCO1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['6']
number_1h_nmr_shifts,a35d0091-11f2-bdef-a5ea-fde0fe78dc2b,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES O=CC1=CCC=CCC1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
icho_uk_2019_1d,a47bc410-425c-3346-f996-c28ce6f23bfe,Calculating the moles leaving a reactor given the initial mixture composition of moles.,"['stoichiometry', 'equilibrium', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: In the reaction CO + H2O <=> CO2 + H2, an initial mixture of 40 mol of CO, 20 mol of H2, and 20 mol of CO2 in contact with 40 mol of steam was allowed to come to equilibrium in a reactor at 1100 K. At 1100 K this reaction has a K_p of 0.64. What is the number of moles of H2 leaving the reactor after equilibration?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['26.7']
number_1h_nmr_shifts,a5160ced-4597-3191-75e2-ae6883bab0d8,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC(O)C1=CC=C(O)N1?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['7']
icho_uk_2010_4c1,a53835d1-9164-c7ed-144e-ab47d36349e8,Calculating the concentration of a compound given its density.,"['stoichiometry', 'physical-chemistry', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The density of pure water is 1 g cm^{-3}. What is its concentration in mol dm^{-3}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['55.5']
icho_uk_2020_2c,a5a7ed5e-731c-a090-19bd-d8ada9b9d5fd,Calculating the enthalpy change of a reaction given enthalpy changes data of other reactions.,"['enthalpy', 'electrochemistry', 'physical-chemistry', 'reaction', 'requires-calculation', 'icho', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The enthalpy change of formation of H2O(l) is -285.8 kJ mol^{-1}. What is the enthalpy change for the overall cell reaction during electrolysis of water, 2H2O(l) -> 2H2(g) + O2(g) in kJ mol^{-1}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['571.6']
number_of_structural_isomers,a5dc5271-9af1-3457-e6a4-e1c67b2845cc,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C5H8?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['26']
icho_uk_2023_q1c1,a66fd81a-cde3-99c8-8fe9-4117dc7f5df6,Calculating moles of a species given the density and volume.,"['moles', 'physical-chemistry', 'density', 'requires-calculation', 'icho', 'stochiometry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The density of liquid hydrogen is 0.071 g cm^{-3}. What is the number of moles of hydrogen molecules in 1 dm^{3} of liquid hydrogen?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['35.2']
electron_counts,a6b2e187-e0e8-884f-ec52-a256f89c79e4,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of O2^{1-}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['17']
number_1h_nmr_shifts,a85233a3-8d9d-14fd-2466-289571dfd0de,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES ON=C1CC2CCC12O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
